"Method","Time (ms)","Own Time (ms)"
"mb.nabl2.terms.matching.Pattern$$Lambda$767.apply(Object, Object)","41","0"
"mb.statix.concurrent.StatixSolver$1.caseTry(CTry) StatixSolver.java","41","0"
"mb.statix.concurrent.StatixSolver$1.caseTry(CTry) StatixSolver.java","41","0"
"mb.statix.constraints.CTry.matchOrThrow(IConstraint$CheckedCases) CTry.java","41","0"
"mb.scopegraph.resolution.StateMachine.state(String) StateMachine.java","41","24"
"org.metaborg.util.collection.MultiSetMap$Transient.put(Object, Object) MultiSetMap.java","41","8"
"mb.scopegraph.oopsla20.reference.Env.iterator() Env.java","41","41"
"mb.statix.spec.ARule.lambda$0(Pattern) ARule.java","40","0"
"mb.statix.spec.ARule$$Lambda$330.apply(Object)","40","0"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.hasNext() MultiSet.java","40","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$515.get$Lambda(PersistentSubstitution)","40","8"
"mb.nabl2.terms.matching.Transform$T.lambda$3(PartialFunction1, IListTerm) Transform.java","40","0"
"mb.nabl2.terms.matching.Transform$T.lambda$9(PartialFunction1, IConsTerm) Transform.java","40","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$574.apply(Object)","40","0"
"mb.nabl2.terms.matching.Transform$T$$Lambda$586.apply(Object)","40","0"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Immutable.melt() ScopeGraph.java","40","0"
"mb.nabl2.terms.ListTerms$1.caseNil(INilTerm) ListTerms.java","40","0"
"mb.nabl2.terms.build.Appl1Term.<init>(Appl1Term$Builder, Appl1Term) Appl1Term.java","39","39"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Data.match(Function0, Function1) EdgeOrData.java","39","0"
"mb.statix.concurrent.StatixSolver$$Lambda$671.apply()","39","39"
"io.usethesource.capsule.core.PersistentTrieMap.entrySet() PersistentTrieMap.java","39","3"
"org.metaborg.util.future.CompletedExceptionallyFuture.whenComplete(CheckedAction2) CompletedExceptionallyFuture.java","39","0"
"org.metaborg.util.collection.MultiSet$Transient.removeAll(Iterable) MultiSet.java","39","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$796.test(Object)","39","39"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.getRep(ITermVar) PersistentUnifier.java","39","0"
"mb.statix.spec.PreSolvedConstraint.lambda$3(Action1, ITermVar) PreSolvedConstraint.java","38","33"
"mb.statix.spec.PreSolvedConstraint$$Lambda$1029.apply(Object)","38","0"
"java.lang.Integer.hashCode() Integer.java","38","38"
"io.usethesource.capsule.core.PersistentTrieSet.<init>(PersistentTrieSet$AbstractSetNode, int, int) PersistentTrieSet.java","38","38"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$794.get$Lambda(IUnifier$Immutable)","38","9"
"java.util.AbstractList$Itr.next() AbstractList.java","38","38"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$809.get$Lambda(PersistentUnifier$Immutable$Unify, IListTerm)","38","38"
"java.lang.invoke.LambdaForm$MH.1926764753.linkToTargetMethod(Object, Object, Object, Object, Object) LambdaForm$MH","38","11"
"io.usethesource.capsule.core.PersistentTrieMap$MapKeyIterator.next() PersistentTrieMap.java","38","38"
"mb.p_raffrayi.impl.AbstractUnit.handleDeadlock(Set) AbstractUnit.java","38","0"
"java.util.concurrent.atomic.AtomicBoolean.<init>(boolean) AtomicBoolean.java","38","38"
"mb.statix.spec.PreSolvedConstraint$$Lambda$846.get$Lambda(FreshVars)","38","38"
"mb.statix.solver.persistent.State.<init>(State$Builder, State) State.java","37","5"
"mb.statix.solver.persistent.State$Builder.build() State.java","37","0"
"mb.statix.constraints.CEqual.freeVars() CEqual.java","37","25"
"org.metaborg.util.future.AggregateFuture.lambda$2(int, Object) AggregateFuture.java","37","33"
"org.metaborg.util.future.AggregateFuture$$Lambda$627.apply(Object)","37","0"
"org.metaborg.util.future.AggregateFuture$NoSC.visit(Action1, Action1) AggregateFuture.java","37","0"
"mb.statix.constraints.CNew.visitFreeVars(Action1) CNew.java","37","3"
"mb.statix.constraints.CUser.match(IConstraint$Cases) CUser.java","37","8"
"java.util.Collections.unmodifiableMap(Map) Collections.java","37","37"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$645.<init>(PersistentUnifier$Immutable$Unify, ITerm)","37","37"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$BitmapIndexedSetMultimapNode.getNode(int) PersistentTrieSetMultimap.java","36","36"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.lambda$24(IListTerm, INilTerm) PersistentUnifier.java","36","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__retainAll(Set) PersistentTrieSet.java","36","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$362.apply(Object)","36","11"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.iterator() ScopePath.java","36","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.reverse(ScopePath$Path) ScopePath.java","36","20"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.<init>(Object, ScopePath$Path, ScopePath$PathIterator) ScopePath.java","36","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath$PathIterator.<init>(Object, ScopePath$Path) ScopePath.java","36","0"
"mb.statix.spec.Rule.hashCode() Rule.java","36","7"
"mb.statix.constraints.messages.TermPart.apply(ISubstitution$Immutable) TermPart.java","36","0"
"mb.p_raffrayi.impl.tokens.AQuery.hashCode() AQuery.java","36","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.melt() PersistentUniDisunifier.java","36","2"
"mb.statix.constraints.CExists.<init>(Iterable, IConstraint, IConstraint, ICompleteness$Immutable, Set$Immutable) CExists.java","36","4"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$TransientSetKeyIterator.<init>(PersistentTrieSet$AbstractTransientTrieSet) PersistentTrieSet.java","36","0"
"java.util.Map.forEach(BiConsumer) Map.java","36","36"
"mb.statix.constraints.CNew.unsafeApply(ISubstitution$Immutable) CNew.java","36","0"
"mb.statix.constraints.CNew.unsafeApply(ISubstitution$Immutable) CNew.java","36","0"
"mb.statix.constraints.CConj.withCause(IConstraint) CConj.java","35","35"
"java.lang.String.equals(Object) String.java","35","35"
"mb.scopegraph.resolution.RVar.equals(Object) RVar.java","35","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.mask(int, int) PersistentTrieSet.java","35","35"
"io.usethesource.capsule.core.PersistentTrieMap$3.<init>(PersistentTrieMap) PersistentTrieMap.java","35","23"
"mb.statix.solver.persistent.State$Builder.from(AState) State.java","35","4"
"java.util.stream.ReferencePipeline.reduce(Object, BinaryOperator) ReferencePipeline.java","35","35"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1.lambda$11(Object, Ref, Env, List) ResolutionInterpreter.java","35","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$1106.apply(Object)","35","0"
"org.metaborg.util.future.CompletableFuture.<init>() CompletableFuture.java","35","35"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1109.get$Lambda(TypeCheckerUnit, Object, ICompletableFuture)","35","35"
"mb.nabl2.terms.Terms$CaseBuilder$1.<init>(Terms$CaseBuilder, Function1) Terms.java","35","35"
"mb.statix.solver.Delay.ofVars(Iterable) Delay.java","34","0"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.<init>(AtomicReference, int, int, Object[]) PersistentTrieMap.java","34","2"
"io.usethesource.capsule.core.PersistentTrieMap.keySet() PersistentTrieMap.java","34","0"
"io.usethesource.capsule.core.PersistentTrieMap$1.<init>(PersistentTrieMap) PersistentTrieMap.java","34","34"
"mb.statix.spec.Rule.<init>(String, Iterable, IConstraint) Rule.java","34","0"
"mb.statix.spec.Rule.of(String, List, IConstraint) Rule.java","34","0"
"mb.statix.spec.Rule.of(String, Iterable, IConstraint) Rule.java","34","0"
"java.util.stream.ReferencePipeline.max(Comparator) ReferencePipeline.java","34","34"
"mb.statix.solver.persistent.State$Builder.from(Object) State.java","34","3"
"com.google.common.collect.Sets$1.iterator() Sets.java","34","34"
"mb.nabl2.terms.Terms.checkedCases(CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1, CheckedFunction1) Terms.java","34","9"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$762.<init>(Completeness$Transient, MultiSet$Immutable)","34","34"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$762.get$Lambda(Completeness$Transient, MultiSet$Immutable)","34","0"
"mb.statix.concurrent.StatixSolver$1.lambda$4(IUniDisunifier, ITermVar) StatixSolver.java","33","0"
"io.usethesource.capsule.util.stream.CapsuleCollectors$$Lambda$332.accept(Object, Object)","33","4"
"org.metaborg.util.collection.MultiSet$Transient.<init>(Map$Transient) MultiSet.java","33","20"
"mb.statix.constraints.CNew.doVisitFreeVars(Action1) CNew.java","33","0"
"java.util.stream.ReferencePipeline.filter(Predicate) ReferencePipeline.java","33","33"
"java.util.Optional.get() Optional.java","33","33"
"mb.p_raffrayi.impl.tokens.CloseLabel.hashCode() CloseLabel.java","33","33"
"mb.nabl2.terms.substitution.FreshVars.lambda$0(ITermVar, Set) FreshVars.java","32","0"
"mb.nabl2.terms.build.AAppl0Term.match(ITerm$Cases) AAppl0Term.java","32","0"
"mb.statix.solver.IConstraint.ownCriticalEdges() IConstraint.java","32","2"
"mb.p_raffrayi.impl.TypeCheckerUnit.<init>(IActor, IActorRef, IUnitContext, ITypeChecker, Iterable, boolean, IUnitResult) TypeCheckerUnit.java","32","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.next() PersistentTrieMap.java","32","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$3$1.next() PersistentTrieMap.java","32","0"
"mb.statix.solver.persistent.State.<init>(State$Builder) State.java","32","5"
"mb.statix.spec.Rule$InitShim.label() Rule.java","32","32"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$666.equals(Object, Object)","32","10"
"mb.p_raffrayi.impl.tokens.CloseLabel.of(IActorRef, Object, EdgeOrData) CloseLabel.java","32","1"
"mb.statix.solver.completeness.Completeness$Transient.lambda$0(EdgeOrData, ITerm) Completeness.java","32","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$363.accept(Object)","32","0"
"org.metaborg.util.collection.MultiSetMap$Transient.put(Object, Object, int) MultiSetMap.java","32","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMixedMapNode.<init>(AtomicReference, int, int) PersistentTrieMap.java","32","0"
"mb.nabl2.terms.stratego.TermIndex.getArgs() TermIndex.java","32","9"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$515.<init>(PersistentSubstitution)","32","12"
"mb.nabl2.terms.Terms$CheckedCaseBuilder.var(CheckedFunction1) Terms.java","32","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$1026.apply(Object)","31","31"
"mb.statix.concurrent.StatixSolver$1.lambda$16(CTry, IState$Immutable, IDebugContext, SolverResult, Throwable, int) StatixSolver.java","31","0"
"mb.statix.concurrent.StatixSolver$1$$Lambda$1083.k(Object, Throwable, int)","31","0"
"mb.statix.spec.RuleUtil$$Lambda$870.get$Lambda(FreshVars)","31","5"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$512.<init>(PersistentSubstitution)","31","31"
"mb.nabl2.terms.unification.ud.Diseq.toTuple() Diseq.java","31","0"
"mb.statix.spec.RuleUtil$$Lambda$589.apply(Object)","31","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.bitpos(int) PersistentTrieMap.java","31","31"
"mb.statix.solver.tracer.SolverTracer.onConstraintSolved(IConstraint, IState$Immutable) SolverTracer.java","31","31"
"org.metaborg.util.collection.MultiSetMap.containsKey(Object) MultiSetMap.java","30","0"
"mb.statix.concurrent.nameresolution.ScopeImpl.id(Object) ScopeImpl.java","30","0"
"mb.statix.concurrent.nameresolution.ScopeImpl.id(Scope) ScopeImpl.java","30","30"
"org.metaborg.util.tuple.Tuple2.<init>(Object, Object) Tuple2.java","30","0"
"org.metaborg.util.tuple.Tuple2.of(Object, Object) Tuple2.java","30","0"
"mb.p_raffrayi.impl.AbstractUnit.resume() AbstractUnit.java","30","18"
"java.lang.invoke.LambdaForm$MH.548358108.linkToTargetMethod(Object, int, Object) LambdaForm$MH","30","22"
"mb.scopegraph.resolution.RVar.hashCode() RVar.java","30","30"
"org.metaborg.util.collection.MultiSetMap$Immutable.asMap() MultiSetMap.java","30","30"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$655.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","30","8"
"mb.p_raffrayi.impl.tokens.CloseLabel.<init>(IActorRef, Object, EdgeOrData) CloseLabel.java","30","0"
"mb.p_raffrayi.impl.tokens.CloseLabel.computeHashCode() CloseLabel.java","30","24"
"mb.p_raffrayi.actors.impl.Actor.lambda$13(ICompletableFuture, Object, Throwable) Actor.java","30","0"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$1079.apply(Object, Object)","30","0"
"mb.nabl2.terms.unification.u.BaseUnifier$ImmutableResult.result() BaseUnifier.java","30","30"
"mb.statix.scopegraph.Scope.withAttachments(IAttachments) Scope.java","29","0"
"mb.statix.scopegraph.Scope.withAttachments(IAttachments) Scope.java","29","19"
"mb.nabl2.terms.build.ANilTerm.match(ITerm$Cases) ANilTerm.java","29","0"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable$$Lambda$794.<init>(IUnifier$Immutable)","29","29"
"mb.statix.constraints.Constraints$1.caseUser(CUser) Constraints.java","29","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$144(Function1, IIntTerm) TermMatch.java","29","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$147(IIntTerm) TermMatch.java","29","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$323.apply(Object)","29","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$39.apply(Object)","29","0"
"mb.nabl2.terms.Terms$1.caseInt(IIntTerm) Terms.java","29","0"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$787.equals(Object, Object)","29","18"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$TransientSetKeyIterator.next() PersistentTrieSet.java","29","29"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify$$Lambda$652.get$Lambda(PersistentUnifier$Immutable$Unify, ITerm)","29","21"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$919.apply(Object, Object)","28","3"
"org.metaborg.util.collection.MultiSetMap$Transient.freeze() MultiSetMap.java","28","3"
"mb.statix.spec.Rule.computeHashCode() Rule.java","28","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.melt() PersistentUnifier.java","28","0"
"mb.scopegraph.ecoop21.ResolutionInterpreter$1$$Lambda$950.apply(Object)","28","0"
"mb.nabl2.terms.build.Appl2Term.getAttachments() Appl2Term.java","28","28"
"mb.statix.concurrent.StatixSolver$ConstraintDataWF.<init>(Spec, Rule, Supplier, int) StatixSolver.java","28","8"
"mb.statix.constraints.Constraints$$Lambda$595.<init>(ImmutableList$Builder)","28","28"
"mb.statix.constraints.Constraints$$Lambda$595.get$Lambda(ImmutableList$Builder)","28","0"
"com.google.common.collect.ImmutableMap.isEmpty() ImmutableMap.java","28","28"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.<init>() PersistentTrieMap.java","27","27"
"mb.statix.spec.RuleUtil$$Lambda$878.apply(Object)","27","10"
"mb.statix.constraints.Constraints$$Lambda$862.accept(Object)","27","26"
"mb.statix.constraints.CAstId.unsafeApply(ISubstitution$Immutable) CAstId.java","27","24"
"com.google.common.collect.Iterables.size(Iterable) Iterables.java","27","27"
"mb.statix.constraints.CConj.<init>(IConstraint, IConstraint) CConj.java","27","27"
"mb.statix.constraints.Constraints.conjoin(Iterable, IConstraint) Constraints.java","27","0"
"org.metaborg.util.collection.MultiSet$Immutable.of(Iterable) MultiSet.java","27","0"
"mb.statix.concurrent.util.VarIndexedCollection.lambda$0(IUnifier, ITermVar) VarIndexedCollection.java","27","0"
"mb.statix.concurrent.util.VarIndexedCollection$$Lambda$637.apply(Object)","27","0"
"mb.p_raffrayi.nameresolution.StateMachineQuery$1.<init>(StateMachineQuery, IResolutionContext, ICancel) StateMachineQuery.java","27","27"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient$$Lambda$841.<init>(PersistentSubstitution$Transient, ISubstitution$Immutable)","27","27"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient$$Lambda$841.get$Lambda(PersistentSubstitution$Transient, ISubstitution$Immutable)","27","0"
"io.usethesource.capsule.core.PersistentTrieMap$1.contains(Object) PersistentTrieMap.java","26","0"
"com.google.common.collect.FluentIterable$3$1.get(int) FluentIterable.java","26","10"
"mb.nabl2.terms.build.ATermVar.isGround() ATermVar.java","26","26"
"mb.nabl2.terms.substitution.Renaming$Builder.put(ITermVar, ITermVar) Renaming.java","26","0"
"mb.scopegraph.oopsla20.terms.newPath.ScopePath.<init>(Object, ScopePath$Path, int, Set$Immutable) ScopePath.java","26","26"
"mb.p_raffrayi.impl.UnitProcess.equals(Object) UnitProcess.java","26","20"
"io.usethesource.capsule.core.PersistentTrieMap.isEmpty() PersistentTrieMap.java","26","26"
"mb.statix.concurrent.StatixSolver$$Lambda$632.<init>(StatixSolver, CriticalEdge)","26","26"
"mb.statix.solver.completeness.Completeness$Transient.of() Completeness.java","26","0"
"io.usethesource.capsule.core.trie.MultimapResult$Modification.flag(MultimapResult$Modification, MultimapResult$Modification) MultimapResult.java","26","26"
"io.usethesource.capsule.core.PersistentTrieSet$CompactMixedSetNode.<init>(AtomicReference, int, int) PersistentTrieSet.java","26","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.<init>() PersistentTrieSet.java","26","26"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.unifys(Iterable, Iterable) PersistentUnifier.java","26","10"
"mb.nabl2.terms.build.Appl2Term.getOp() Appl2Term.java","26","26"
"org.metaborg.util.tuple.Tuple3._1() Tuple3.java","25","25"
"java.util.AbstractSet.<init>() AbstractSet.java","25","23"
"mb.nabl2.terms.build.Appl2Term$Builder.attachments(IAttachments) Appl2Term.java","25","25"
"mb.statix.constraints.messages.MessageUtil.findClosestMessage(IConstraint) MessageUtil.java","25","0"
"mb.statix.constraints.messages.MessageUtil.findClosestMessage(IConstraint, MessageKind) MessageUtil.java","25","0"
"mb.statix.concurrent.StatixSolver.lambda$16(ITermVar) StatixSolver.java","25","0"
"mb.statix.concurrent.StatixSolver$$Lambda$537.apply(Object)","25","0"
"org.metaborg.util.future.AggregateFuture.lambda$4(ArrayList, IFuture) AggregateFuture.java","25","3"
"mb.statix.spec.RuleUtil$$Lambda$870.<init>(FreshVars)","25","25"
"org.metaborg.util.collection.MultiSet.iterator() MultiSet.java","25","0"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.<init>(MultiSet, MultiSet$MultiSetIterator) MultiSet.java","25","0"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.<init>(MultiSet) MultiSet.java","25","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$165(Function1, ITermVar) TermMatch.java","25","0"
